internal_ticker,token,token_type,prior_probability,word_count
C,york,conDim,0.077,1
C,still,conDim,0.043,1
C,capital,conDim,1.000,1
C,growth,conDim,0.100,1
C,public,conDim,0.200,1
C,investment,conDim,0.125,1
C,team,conDim,0.143,1
C,comment,conDim,0.200,1
C,analysts,conDim,0.167,1
C,home,conDim,0.125,1
C,trading,conDim,0.053,1
C,economy,conDim,0.167,1
C,see,conDim,0.040,1
C,third,conDim,0.200,1
C,even,conDim,0.059,1
C,going,conDim,0.059,1
C,states,conDim,0.067,1
C,low,conDim,0.125,1
C,added,conDim,0.125,1
C,united,conDim,0.083,1
C,banks,conDim,0.250,1
C,long,conDim,0.048,1
C,days,conDim,0.091,1
C,record,conDim,0.111,1
C,average,conDim,0.091,1
C,state,conDim,0.083,1
C,risk,conDim,0.125,1
C,yellow,conDim,0.500,1
C,told,conDim,0.100,1
C,right,conDim,0.111,1
DAX30,dax 30,conDim,1.000,2
DAX30,dax30,conDim,1.000,1
DAX30,germany dax 30 index,conDim,1.000,4
DAX30,^gdaxi,conDim,1.000,1
DAX30,#dax30,conDim,1.000,1
DAX30,dax,conDim,1.000,1
DAX30,pips,conDim,0.500,1
DAX30,trading,conDim,0.053,1
DAX30,free,conDim,0.200,1
DAX30,profit,conDim,0.200,1
DAX30,signals,conDim,0.500,1
DAX30,join,conDim,0.200,1
DAX30,hit,conDim,0.167,1
DAX30,indices,conDim,0.333,1
DAX30,stocks,conDim,0.045,1
DAX30,trade,conDim,0.062,1
DAX30,index,conDim,0.067,1
DAX30,morning,conDim,0.500,1
DAX30,amp,conDim,0.043,1
DAX30,buy,conDim,0.077,1
DAX30,daily,conDim,0.200,1
DAX30,target,conDim,0.500,1
DAX30,blue,conDim,0.250,1
DAX30,day,conDim,0.032,1
DAX30,good,conDim,0.056,1
DAX30,low,conDim,0.125,1
DAX30,gold,conDim,0.100,1
DAX30,earnings,conDim,0.071,1
DAX30,get,conDim,0.033,1
DAX30,term,conDim,0.200,1
DAX30,box,conDim,0.250,1
DAX30,short,conDim,0.125,1
DAX30,order,conDim,0.200,1
DAX30,today,conDim,0.056,1
DAX30,ticket,conDim,1.000,1
DAX30,cash,conDim,0.500,1
DAX30,sell,conDim,0.111,1
DAX30,chart,conDim,0.200,1
DAX30,scalping,conDim,1.000,1
DAX30,hits,conDim,1.000,1
DAX30,buyers,conDim,0.500,1
DAX30,market,conDim,0.036,1
DAX30,open,conDim,0.167,1
DAX30,channel,conDim,1.000,1
DAX30,levels,conDim,0.500,1
DAX30,buying,conDim,1.000,1
DAX30,support,conDim,0.100,1
DAX30,risk,conDim,0.125,1
DAX30,high,conDim,0.048,1
DAX30,price,conDim,0.056,1
DAX30,silver,conDim,0.200,1
DAX30,zone,conDim,1.000,1
DAX30,sap,conDim,0.333,1
DAX30,selling,conDim,0.500,1
DAX30,closed,conDim,0.500,1
DAX30,trend,conDim,1.000,1
DAX30,spy,conDim,0.143,1
DAX30,long,conDim,0.048,1
DAX30,european,conDim,0.111,1
DAX30,month,conDim,0.045,1
DAX30,futures,conDim,0.100,1
DAX30,revenue,conDim,0.167,1
DAX30,link,conDim,0.250,1
DAX30,check,conDim,0.250,1
DAX30,wave,conDim,0.500,1
DAX30,view,conDim,0.500,1
DAX30,points,conDim,0.071,1
DAX30,outlook,conDim,1.000,1
DAX30,markets,conDim,0.059,1
DAX30,make,conDim,0.040,1
DAX30,cuts,conDim,0.500,1
DAX30,mib,conDim,1.000,1
DAX30,find,conDim,1.000,1
DAX30,analysis,conDim,0.250,1
DAX30,days,conDim,0.091,1
DAX30,traders,conDim,0.500,1
DAX30,last,conDim,0.033,1
DAX30,week,conDim,0.030,1
DAX30,lower,conDim,0.143,1
DAX30,stock,conDim,0.048,1
DAX30,position,conDim,1.000,1
DAX30,es,conDim,0.500,1
DAX30,move,conDim,0.250,1
DAX30,carnage,conDim,1.000,1
DAX30,news,conDim,0.056,1
DAX30,level,conDim,0.333,1
DAX30,calls,conDim,0.500,1
DAX30,opening,conDim,1.000,1
DAX30,subscribers,conDim,0.500,1
DAX30,close,conDim,0.250,1
DAX30,pullback,conDim,1.000,1
DAX30,profits,conDim,0.500,1
DAX30,time,conDim,0.031,1
DAX30,sentiment,conDim,0.500,1
DAX30,range,conDim,0.500,1
DAX30,see,conDim,0.040,1
DAX30,supports,conDim,1.000,1
DAX30,gap,conDim,1.000,1
DAX30,session,conDim,0.500,1
DAX30,world,conDim,0.038,1
EBAY,ebay,conDim,1.000,1
EBAY,ebay inc.,conDim,1.000,2
EBAY,#ebay,conDim,1.000,1
EBAY,#ebayseller,conDim,1.000,1
EBAY,#ebaystore,conDim,1.000,1
EBAY,check,conDim,0.250,1
EBAY,vintage,conDim,1.000,1
EBAY,buy,conDim,0.077,1
EBAY,items,conDim,1.000,1
EBAY,like,conDim,0.034,1
EBAY,sale,conDim,1.000,1
EBAY,deal,conDim,0.059,1
EBAY,size,conDim,1.000,1
EBAY,good,conDim,0.056,1
EBAY,found,conDim,0.500,1
EBAY,amp,conDim,0.043,1
EBAY,free,conDim,0.200,1
EBAY,box,conDim,0.250,1
EBAY,men,conDim,1.000,1
EBAY,black,conDim,0.250,1
EBAY,auction,conDim,1.000,1
EBAY,silver,conDim,0.200,1
EBAY,blue,conDim,0.250,1
EBAY,gold,conDim,0.100,1
EBAY,bucks,conDim,1.000,1
EBAY,best,conDim,0.111,1
EBAY,lot,conDim,0.500,1
EBAY,white,conDim,0.167,1
EBAY,price,conDim,0.056,1
EBAY,shipping,conDim,0.500,1
EBAY,look,conDim,0.143,1
EBAY,ad,conDim,1.000,1
EBAY,shirt,conDim,0.500,1
EBAY,book,conDim,0.500,1
EBAY,get,conDim,0.033,1
EBAY,glass,conDim,1.000,1
EBAY,long,conDim,0.048,1
EBAY,women,conDim,1.000,1
EBAY,make,conDim,0.040,1
EBAY,old,conDim,0.250,1
EBAY,christmas,conDim,1.000,1
EBAY,green,conDim,1.000,1
EBAY,antique,conDim,1.000,1
EBAY,red,conDim,1.000,1
EBAY,sell,conDim,0.111,1
EBAY,large,conDim,0.333,1
EBAY,watch,conDim,0.167,1
EBAY,dress,conDim,0.500,1
EBAY,necklace,conDim,1.000,1
EBAY,card,conDim,1.000,1
EBAY,art,conDim,1.000,1
EBAY,original,conDim,1.000,1
EBAY,pin,conDim,1.000,1
EBAY,offer,conDim,0.500,1
EBAY,sales,conDim,0.143,1
EBAY,ring,conDim,1.000,1
EBAY,day,conDim,0.032,1
EBAY,top,conDim,0.048,1
EBAY,company,conDim,0.043,1
EBAY,hand,conDim,1.000,1
EBAY,back,conDim,0.043,1
EBAY,see,conDim,0.040,1
EBAY,earrings,conDim,0.500,1
EBAY,sterling,conDim,1.000,1
EBAY,comics,conDim,1.000,1
EBAY,star,conDim,1.000,1
EBAY,selling,conDim,0.500,1
EBAY,brand,conDim,1.000,1
EBAY,got,conDim,0.111,1
EBAY,go,conDim,0.053,1
EBAY,brown,conDim,1.000,1
EBAY,store,conDim,0.500,1
EBAY,time,conDim,0.031,1
EBAY,pink,conDim,1.000,1
EBAY,collection,conDim,1.000,1
EBAY,going,conDim,0.059,1
EBAY,cover,conDim,1.000,1
EBAY,people,conDim,0.038,1
EBAY,category,conDim,1.000,1
EBAY,set,conDim,0.500,1
EBAY,jewelry,conDim,1.000,1
EBAY,gift,conDim,1.000,1
EBAY,love,conDim,0.167,1
EBAY,ship,conDim,1.000,1
EBAY,earnings,conDim,0.071,1
EBAY,style,conDim,1.000,1
EBAY,gray,conDim,1.000,1
EBAY,clubhouse,conDim,1.000,1
EBAY,save,conDim,1.000,1
EBAY,trying,conDim,0.500,1
EBAY,week,conDim,0.030,1
EBAY,amazon,conDim,0.167,1
EBAY,tie,conDim,1.000,1
EBAY,cards,conDim,1.000,1
EBAY,cat,conDim,1.000,1
EBAY,small,conDim,0.500,1
EBAY,google,conDim,0.125,1
EBAY,yellow,conDim,0.500,1
EBAY,deals,conDim,1.000,1
EBAY,round,conDim,1.000,1
EUSTX50,euro stoxx 50,conDim,1.000,3
EUSTX50,eustx50,conDim,1.000,1
EUSTX50,euro stoxx 50 index,conDim,1.000,4
EUSTX50,^stoxx50e,conDim,1.000,1
EUSTX50,eurostoxx50,conDim,1.000,1
EUSTX50,#eurostoxx50,conDim,1.000,1
EUSTX50,#eustx50,conDim,1.000,1
EUSTX50,stoxx,conDim,1.000,1
EUSTX50,trading,conDim,0.053,1
EUSTX50,euro,conDim,0.500,1
EUSTX50,index,conDim,0.067,1
EUSTX50,dollar,conDim,0.100,1
EUSTX50,european,conDim,0.111,1
EUSTX50,indices,conDim,0.333,1
EUSTX50,month,conDim,0.045,1
EUSTX50,futures,conDim,0.100,1
EUSTX50,low,conDim,0.125,1
EUSTX50,blue,conDim,0.250,1
EUSTX50,shares,conDim,0.059,1
EUSTX50,york,conDim,0.077,1
EUSTX50,stock,conDim,0.048,1
EUSTX50,day,conDim,0.032,1
EUSTX50,fell,conDim,0.100,1
EUSTX50,investors,conDim,0.053,1
EUSTX50,week,conDim,0.030,1
EUSTX50,points,conDim,0.071,1
EUSTX50,stocks,conDim,0.045,1
EUSTX50,markets,conDim,0.059,1
EUSTX50,box,conDim,0.250,1
EUSTX50,stimulus,conDim,0.125,1
EUSTX50,gold,conDim,0.100,1
EUSTX50,prices,conDim,0.111,1
EUSTX50,news,conDim,0.056,1
EUSTX50,gains,conDim,0.143,1
EUSTX50,rose,conDim,0.083,1
EUSTX50,crude,conDim,0.250,1
EUSTX50,barrel,conDim,0.333,1
EUSTX50,back,conDim,0.043,1
EUSTX50,election,conDim,0.059,1
EUSTX50,last,conDim,0.033,1
EUSTX50,buyers,conDim,0.500,1
EUSTX50,market,conDim,0.036,1
EUSTX50,average,conDim,0.091,1
EUSTX50,yield,conDim,0.333,1
EUSTX50,www,conDim,0.333,1
EUSTX50,data,conDim,0.043,1
EUSTX50,end,conDim,0.143,1
EUSTX50,asian,conDim,0.500,1
EUSTX50,high,conDim,0.048,1
EUSTX50,world,conDim,0.038,1
EUSTX50,safe,conDim,1.000,1
EUSTX50,lower,conDim,0.143,1
EUSTX50,treasury,conDim,0.200,1
EUSTX50,vaccine,conDim,0.111,1
EUSTX50,trump,conDim,0.056,1
EUSTX50,japan,conDim,0.333,1
EUSTX50,oil,conDim,0.111,1
EUSTX50,near,conDim,0.500,1
EUSTX50,tuesday,conDim,0.200,1
EUSTX50,reached,conDim,1.000,1
EUSTX50,gained,conDim,0.200,1
EUSTX50,asia,conDim,0.500,1
EUSTX50,bond,conDim,0.250,1
EUSTX50,price,conDim,0.056,1
EUSTX50,economy,conDim,0.167,1
EUSTX50,get,conDim,0.033,1
EUSTX50,pandemic,conDim,0.045,1
EUSTX50,file,conDim,0.053,1
EUSTX50,positive,conDim,0.200,1
EUSTX50,saw,conDim,1.000,1
EUSTX50,risk,conDim,0.125,1
EUSTX50,yields,conDim,0.200,1
EUSTX50,settled,conDim,0.500,1
EUSTX50,chart,conDim,0.200,1
EUSTX50,found,conDim,0.500,1
EUSTX50,trade,conDim,0.062,1
EUSTX50,added,conDim,0.125,1
EUSTX50,states,conDim,0.067,1
EUSTX50,currencies,conDim,0.333,1
EUSTX50,deal,conDim,0.059,1
EUSTX50,government,conDim,0.067,1
EUSTX50,composite,conDim,0.500,1
EUSTX50,ounce,conDim,0.500,1
EUSTX50,latest,conDim,0.143,1
EUSTX50,cents,conDim,0.500,1
EUSTX50,chief,conDim,0.067,1
EUSTX50,hour,conDim,0.500,1
EUSTX50,president,conDim,0.053,1
EUSTX50,exchange,conDim,0.200,1
EUSTX50,concerns,conDim,0.500,1
EUSTX50,losses,conDim,1.000,1
EUSTX50,package,conDim,0.167,1
EUSTX50,united,conDim,0.083,1
EUSTX50,update,conDim,1.000,1
EUSTX50,equity,conDim,1.000,1
EUSTX50,aid,conDim,1.000,1
EUSTX50,analysis,conDim,0.250,1
EUSTX50,reports,conDim,1.000,1
EUSTX50,chinese,conDim,0.200,1
EUSTX50,recovery,conDim,0.167,1
FB,facebook,conDim,1.000,1
FB,fb,conDim,1.000,1
FB,facebook inc.,conDim,1.000,2
FB,#facebook,conDim,1.000,1
FB,people,conDim,0.038,1
FB,media,conDim,0.125,1
FB,government,conDim,0.067,1
FB,like,conDim,0.034,1
FB,twitter,conDim,0.333,1
FB,news,conDim,0.056,1
FB,social,conDim,0.200,1
FB,companies,conDim,0.059,1
FB,last,conDim,0.033,1
FB,says,conDim,0.100,1
FB,live,conDim,0.111,1
FB,time,conDim,0.031,1
FB,first,conDim,0.037,1
FB,company,conDim,0.043,1
FB,election,conDim,0.059,1
FB,week,conDim,0.030,1
FB,police,conDim,0.500,1
FB,google,conDim,0.125,1
FB,content,conDim,0.333,1
FB,group,conDim,0.056,1
FB,told,conDim,0.100,1
FB,president,conDim,0.053,1
FB,photo,conDim,0.050,1
FB,law,conDim,0.250,1
FB,take,conDim,0.062,1
FB,get,conDim,0.033,1
FB,including,conDim,0.100,1
FB,minister,conDim,0.250,1
FB,page,conDim,1.000,1
FB,trump,conDim,0.056,1
FB,back,conDim,0.043,1
FB,post,conDim,0.200,1
FB,day,conDim,0.032,1
FB,file,conDim,0.053,1
FB,free,conDim,0.200,1
FB,country,conDim,0.111,1
FB,state,conDim,0.083,1
FB,military,conDim,0.500,1
FB,work,conDim,0.067,1
FB,according,conDim,0.071,1
FB,inc,conDim,0.083,1
FB,world,conDim,0.038,1
FB,users,conDim,0.250,1
FB,party,conDim,0.500,1
FB,national,conDim,0.167,1
FB,years,conDim,0.050,1
FB,image,conDim,0.500,1
FB,data,conDim,0.043,1
FB,make,conDim,0.040,1
FB,follow,conDim,0.500,1
FB,action,conDim,1.000,1
FB,house,conDim,0.091,1
FB,report,conDim,0.111,1
FB,pandemic,conDim,0.045,1
FB,public,conDim,0.200,1
FB,comment,conDim,0.200,1
FB,chief,conDim,0.067,1
FB,video,conDim,0.167,1
FB,see,conDim,0.040,1
FB,statement,conDim,0.333,1
FB,former,conDim,0.167,1
FB,use,conDim,0.111,1
FB,fire,conDim,0.500,1
FB,going,conDim,0.059,1
FB,power,conDim,0.100,1
FB,say,conDim,0.100,1
FB,month,conDim,0.045,1
FB,still,conDim,0.043,1
FB,even,conDim,0.059,1
FB,well,conDim,0.053,1
FB,market,conDim,0.036,1
FB,platforms,conDim,1.000,1
FB,go,conDim,0.053,1
FB,days,conDim,0.091,1
FB,home,conDim,0.125,1
FB,united,conDim,0.083,1
FB,tech,conDim,0.143,1
FB,prime,conDim,0.250,1
FB,part,conDim,0.143,1
FB,city,conDim,0.200,1
FB,pinned,conDim,1.000,1
FB,security,conDim,0.250,1
FB,support,conDim,0.100,1
FB,health,conDim,0.250,1
FB,much,conDim,0.062,1
FB,campaign,conDim,0.333,1
FB,groups,conDim,1.000,1
FB,win,conDim,0.200,1
FB,rules,conDim,0.500,1
FB,think,conDim,0.100,1
FB,states,conDim,0.067,1
FB,business,conDim,0.067,1
FB,help,conDim,0.083,1
FB,story,conDim,0.500,1
FB,need,conDim,0.100,1
FB,protests,conDim,1.000,1
FDX,fedex,conDim,1.000,1
FDX,fdx,conDim,1.000,1
FDX,fedex corp.,conDim,1.000,2
FDX,#fedex,conDim,1.000,1
FDX,#fdx,conDim,1.000,1
FDX,#fedexexpress,conDim,1.000,1
FDX,week,conDim,0.030,1
FDX,package,conDim,0.167,1
FDX,vote,conDim,0.250,1
FDX,player,conDim,0.500,1
FDX,air,conDim,0.500,1
FDX,job,conDim,0.250,1
FDX,like,conDim,0.034,1
FDX,get,conDim,0.033,1
FDX,field,conDim,1.000,1
FDX,delivery,conDim,1.000,1
FDX,browns,conDim,1.000,1
FDX,today,conDim,0.056,1
FDX,surprise,conDim,1.000,1
FDX,days,conDim,0.091,1
FDX,ballot,conDim,1.000,1
FDX,time,conDim,0.031,1
FDX,see,conDim,0.040,1
FDX,drop,conDim,0.500,1
FDX,use,conDim,0.111,1
FDX,day,conDim,0.032,1
FDX,go,conDim,0.053,1
FDX,express,conDim,1.000,1
FDX,team,conDim,0.143,1
FDX,service,conDim,0.250,1
FDX,saints,conDim,1.000,1
FDX,rankings,conDim,1.000,1
FDX,mail,conDim,1.000,1
FDX,ground,conDim,1.000,1
FDX,people,conDim,0.038,1
FDX,got,conDim,0.111,1
FDX,cowboys,conDim,1.000,1
FDX,driver,conDim,1.000,1
FDX,touchdowns,conDim,1.000,1
FDX,link,conDim,0.250,1
FDX,still,conDim,0.043,1
FDX,amp,conDim,0.043,1
FDX,packages,conDim,1.000,1
FDX,work,conDim,0.067,1
FDX,say,conDim,0.100,1
FDX,official,conDim,1.000,1
FDX,shipping,conDim,0.500,1
FDX,click,conDim,0.500,1
FDX,power,conDim,0.100,1
FDX,re,conDim,0.333,1
FDX,showing,conDim,0.500,1
FDX,box,conDim,0.250,1
FDX,know,conDim,0.125,1
FDX,halftime,conDim,1.000,1
FDX,game,conDim,0.250,1
FDX,back,conDim,0.043,1
FDX,make,conDim,0.040,1
FDX,customer,conDim,1.000,1
FDX,take,conDim,0.062,1
FDX,even,conDim,0.059,1
FDX,first,conDim,0.037,1
FDX,last,conDim,0.033,1
FDX,send,conDim,1.000,1
FDX,need,conDim,0.100,1
FDX,order,conDim,0.200,1
FDX,latest,conDim,0.143,1
FDX,company,conDim,0.043,1
FDX,players,conDim,0.500,1
FDX,open,conDim,0.167,1
FDX,right,conDim,0.111,1
FDX,door,conDim,1.000,1
FDX,yards,conDim,1.000,1
FDX,name,conDim,0.333,1
FDX,good,conDim,0.056,1
FDX,looking,conDim,0.250,1
FDX,help,conDim,0.083,1
FDX,guy,conDim,0.500,1
FDX,getting,conDim,1.000,1
FDX,hello,conDim,0.500,1
FDX,going,conDim,0.059,1
FDX,lets,conDim,1.000,1
FDX,great,conDim,0.250,1
FDX,hiring,conDim,1.000,1
FDX,campaign,conDim,0.333,1
FDX,waiting,conDim,1.000,1
FDX,way,conDim,0.125,1
FDX,amazon,conDim,0.167,1
FDX,number,conDim,0.333,1
FDX,views,conDim,1.000,1
FDX,handler,conDim,1.000,1
FDX,experts,conDim,1.000,1
FDX,top,conDim,0.048,1
FDX,tracking,conDim,1.000,1
FDX,shirts,conDim,1.000,1
FDX,football,conDim,0.500,1
FDX,profits,conDim,0.500,1
FDX,home,conDim,0.125,1
FDX,person,conDim,1.000,1
FDX,donated,conDim,1.000,1
FDX,voting,conDim,0.250,1
F,ford,conDim,0.500,1
F,f,conDim,1.000,1
F,ford motor co.,conDim,1.000,3
F,#ford,conDim,1.000,1
F,#fords,conDim,1.000,1
F,female,conDim,1.000,1
F,corporal,conDim,1.000,1
F,citizen,conDim,1.000,1
F,branch,conDim,0.500,1
F,group,conDim,0.056,1
F,first,conDim,0.037,1
F,last,conDim,0.033,1
F,help,conDim,0.083,1
F,time,conDim,0.031,1
F,people,conDim,0.038,1
F,trump,conDim,0.056,1
F,like,conDim,0.034,1
F,back,conDim,0.043,1
F,week,conDim,0.030,1
F,get,conDim,0.033,1
F,years,conDim,0.050,1
F,production,conDim,0.200,1
F,company,conDim,0.043,1
F,president,conDim,0.053,1
F,world,conDim,0.038,1
F,united,conDim,0.083,1
F,way,conDim,0.125,1
F,sales,conDim,0.143,1
F,electric,conDim,0.333,1
F,day,conDim,0.032,1
F,second,conDim,0.111,1
F,state,conDim,0.083,1
F,states,conDim,0.067,1
F,voting,conDim,0.250,1
F,vehicles,conDim,0.333,1
F,league,conDim,0.500,1
F,game,conDim,0.250,1
F,photo,conDim,0.050,1
F,area,conDim,0.500,1
F,government,conDim,0.067,1
F,white,conDim,0.167,1
F,going,conDim,0.059,1
F,chief,conDim,0.067,1
F,quarter,conDim,0.111,1
F,motor,conDim,1.000,1
F,go,conDim,0.053,1
F,file,conDim,0.053,1
F,vaccine,conDim,0.111,1
F,support,conDim,0.100,1
F,including,conDim,0.100,1
F,half,conDim,0.500,1
F,much,conDim,0.062,1
F,win,conDim,0.200,1
F,still,conDim,0.043,1
F,make,conDim,0.040,1
F,pandemic,conDim,0.045,1
F,top,conDim,0.048,1
F,points,conDim,0.071,1
F,market,conDim,0.036,1
F,even,conDim,0.059,1
F,home,conDim,0.125,1
F,madam,conDim,1.000,1
F,need,conDim,0.100,1
F,well,conDim,0.053,1
F,industry,conDim,0.167,1
F,favorite,conDim,0.500,1
F,month,conDim,0.045,1
F,see,conDim,0.040,1
F,change,conDim,0.333,1
F,according,conDim,0.071,1
F,told,conDim,0.100,1
F,vehicle,conDim,0.333,1
F,auto,conDim,1.000,1
F,team,conDim,0.143,1
F,former,conDim,0.167,1
F,good,conDim,0.056,1
F,old,conDim,0.250,1
F,amp,conDim,0.043,1
F,play,conDim,0.333,1
F,says,conDim,0.100,1
F,today,conDim,0.056,1
F,work,conDim,0.067,1
F,final,conDim,0.500,1
F,give,conDim,1.000,1
F,long,conDim,0.048,1
F,say,conDim,0.100,1
F,got,conDim,0.111,1
F,take,conDim,0.062,1
F,workers,conDim,0.333,1
F,automakers,conDim,1.000,1
F,made,conDim,0.250,1
F,number,conDim,0.333,1
F,share,conDim,0.250,1
F,house,conDim,0.091,1
F,car,conDim,0.500,1
F,third,conDim,0.200,1
F,rock,conDim,1.000,1
F,air,conDim,0.500,1
F,officer,conDim,0.500,1
F,high,conDim,0.048,1
GE,general electric,conDim,1.000,2
GE,ge,conDim,0.250,1
GE,general electrix co.,conDim,1.000,3
GE,generalelectric,conDim,1.000,1
GE,#generalelectric,conDim,1.000,1
GE,#ge,conDim,1.000,1
GE,general,conDim,0.500,1
GE,world,conDim,0.038,1
GE,record,conDim,0.111,1
GE,told,conDim,0.100,1
GE,past,conDim,1.000,1
GE,speech,conDim,1.000,1
GE,minutes,conDim,0.333,1
GE,lies,conDim,1.000,1
GE,electric,conDim,0.333,1
GE,motors,conDim,1.000,1
GE,company,conDim,0.043,1
GE,truck,conDim,1.000,1
GE,business,conDim,0.067,1
GE,chief,conDim,0.067,1
GE,stock,conDim,0.048,1
GE,president,conDim,0.053,1
GE,market,conDim,0.036,1
GE,first,conDim,0.037,1
GE,power,conDim,0.100,1
GE,last,conDim,0.033,1
GE,companies,conDim,0.059,1
GE,executive,conDim,0.250,1
GE,hummer,conDim,1.000,1
GE,officer,conDim,0.500,1
GE,vehicles,conDim,0.333,1
GE,production,conDim,0.200,1
GE,deal,conDim,0.059,1
GE,energy,conDim,0.125,1
GE,pandemic,conDim,0.045,1
GE,well,conDim,0.053,1
GE,stocks,conDim,0.045,1
GE,still,conDim,0.043,1
GE,aviation,conDim,1.000,1
GE,like,conDim,0.034,1
GE,today,conDim,0.056,1
GE,time,conDim,0.031,1
GE,ford,conDim,0.500,1
GE,state,conDim,0.083,1
GE,think,conDim,0.100,1
GE,years,conDim,0.050,1
GE,news,conDim,0.056,1
GE,states,conDim,0.067,1
GE,amp,conDim,0.043,1
GE,go,conDim,0.053,1
GE,banks,conDim,0.250,1
GE,county,conDim,1.000,1
GE,people,conDim,0.038,1
GE,former,conDim,0.167,1
GE,major,conDim,0.200,1
GE,start,conDim,0.200,1
GE,plant,conDim,0.500,1
GE,trade,conDim,0.062,1
GE,back,conDim,0.043,1
GE,report,conDim,0.111,1
GE,group,conDim,0.056,1
GE,united,conDim,0.083,1
GE,going,conDim,0.059,1
